Model,N_features,CV_RMSE,CV_MAE,CV_R2,Test_RMSE,Test_MAE,Test_R2
LightGBM,94,30226.0,23050.0,0.3747,25691.0,19493.0,0.4482
LightGBM,95,30272.0,23000.0,0.373,25269.0,19321.0,0.4662
LightGBM,96,30021.0,22783.0,0.3833,25725.0,19179.0,0.4467
LightGBM,97,29790.0,22661.0,0.3925,25695.0,19660.0,0.448
LightGBM,98,29833.0,22774.0,0.3909,25757.0,19456.0,0.4454
LightGBM,99,30045.0,22856.0,0.3817,25340.0,19123.0,0.4632
LightGBM,100,30045.0,22856.0,0.3817,25340.0,19123.0,0.4632
LightGBM,101,30076.0,22871.0,0.3804,25358.0,19047.0,0.4624
LightGBM,102,30031.0,22742.0,0.3827,25281.0,19222.0,0.4657
LightGBM,103,30040.0,22929.0,0.3817,25158.0,19094.0,0.4709
LightGBM,104,29894.0,22702.0,0.3878,25050.0,19026.0,0.4754
LightGBM,105,30121.0,23029.0,0.3783,25569.0,19521.0,0.4534
LightGBM,106,29903.0,22842.0,0.3871,25212.0,19241.0,0.4686
LightGBM,107,30104.0,22990.0,0.3788,25356.0,19170.0,0.4625
LightGBM,108,30077.0,22887.0,0.3806,25207.0,19066.0,0.4688
LightGBM,109,30049.0,22917.0,0.3819,25364.0,19226.0,0.4622
LightGBM,110,30057.0,22941.0,0.3812,25081.0,19035.0,0.4741
LightGBM,111,30014.0,22893.0,0.3831,25698.0,19562.0,0.4479
LightGBM,112,30118.0,22854.0,0.3782,25348.0,19173.0,0.4629
LightGBM,113,29923.0,22825.0,0.3865,25218.0,19166.0,0.4684
LightGBM,114,30037.0,22928.0,0.3819,25210.0,19058.0,0.4687
LightGBM,115,30179.0,22951.0,0.3764,25229.0,19041.0,0.4679
LightGBM,116,30091.0,22965.0,0.3798,25515.0,19317.0,0.4558
LightGBM,117,29976.0,22732.0,0.3842,25340.0,19027.0,0.4632
LightGBM,118,30206.0,23046.0,0.3744,25875.0,19462.0,0.4403
LightGBM,119,29982.0,22761.0,0.3839,25166.0,19152.0,0.4705
LightGBM,120,29957.0,22751.0,0.3855,25360.0,19269.0,0.4623
LightGBM,121,30113.0,22890.0,0.3792,24939.0,18760.0,0.48
LightGBM,122,29935.0,22703.0,0.3859,25148.0,18836.0,0.4713
LightGBM,123,30043.0,22747.0,0.3809,25039.0,18889.0,0.4758
LightGBM,124,30040.0,22917.0,0.3821,24949.0,18993.0,0.4796
LightGBM,125,30165.0,22968.0,0.3763,24683.0,18511.0,0.4907
LightGBM,126,29953.0,22749.0,0.3854,25109.0,19221.0,0.4729
LightGBM,127,30002.0,22822.0,0.3834,25124.0,19050.0,0.4723
LightGBM,128,30207.0,23038.0,0.3753,25078.0,18979.0,0.4742
LightGBM,129,29944.0,22684.0,0.3855,25192.0,18948.0,0.4694
LightGBM,130,30267.0,23011.0,0.373,25174.0,18926.0,0.4702
LightGBM,131,30292.0,23155.0,0.3716,25092.0,18909.0,0.4736
LightGBM,132,30122.0,22986.0,0.3791,25118.0,18862.0,0.4726
LightGBM,133,30284.0,22878.0,0.3721,24656.0,18465.0,0.4918
LightGBM,134,30141.0,22969.0,0.3778,25280.0,19152.0,0.4657
LightGBM,135,30311.0,22944.0,0.3703,25063.0,18999.0,0.4749
LightGBM,136,30263.0,23008.0,0.373,24988.0,18915.0,0.478
LightGBM,137,30267.0,23007.0,0.3729,24953.0,18894.0,0.4795
LightGBM,138,30157.0,22917.0,0.3773,24950.0,18919.0,0.4796
LightGBM,139,30157.0,22917.0,0.3773,24950.0,18919.0,0.4796
LightGBM,140,30157.0,22917.0,0.3773,24950.0,18919.0,0.4796
CatBoost,5,32235.0,24149.0,0.2885,28750.0,21702.0,0.309
CatBoost,6,31610.0,23689.0,0.3163,28348.0,21505.0,0.3282
CatBoost,7,31251.0,23556.0,0.3319,27554.0,21111.0,0.3653
CatBoost,8,31266.0,23477.0,0.3315,27237.0,20954.0,0.3798
CatBoost,9,31146.0,23370.0,0.3367,27154.0,20924.0,0.3836
CatBoost,10,31055.0,23301.0,0.3407,26580.0,20674.0,0.4094
CatBoost,11,31008.0,23292.0,0.3427,26639.0,20684.0,0.4067
CatBoost,12,30340.0,22863.0,0.3709,25607.0,19804.0,0.4518
CatBoost,13,30548.0,22980.0,0.3622,25513.0,19737.0,0.4558
CatBoost,14,30317.0,22851.0,0.3716,25737.0,19741.0,0.4462
CatBoost,15,30274.0,22836.0,0.3731,25680.0,19787.0,0.4487
CatBoost,16,30064.0,22732.0,0.3816,25193.0,19212.0,0.4694
CatBoost,17,30309.0,22807.0,0.3715,25187.0,19375.0,0.4696
CatBoost,18,30483.0,22936.0,0.3641,24980.0,19067.0,0.4783
CatBoost,19,30344.0,22844.0,0.3697,24676.0,18904.0,0.4909
CatBoost,20,30254.0,22813.0,0.3738,25127.0,19157.0,0.4722
CatBoost,21,30232.0,22826.0,0.3747,25236.0,19343.0,0.4676
CatBoost,22,30232.0,22750.0,0.3743,25078.0,19262.0,0.4742
CatBoost,23,30233.0,22805.0,0.3744,25079.0,19248.0,0.4742
CatBoost,24,30116.0,22612.0,0.3796,24917.0,19067.0,0.481
CatBoost,25,30134.0,22668.0,0.3787,24860.0,18854.0,0.4833
CatBoost,26,29804.0,22535.0,0.3919,24452.0,18484.0,0.5002
CatBoost,27,29766.0,22629.0,0.3937,24497.0,18381.0,0.4983
CatBoost,28,29681.0,22518.0,0.3968,24665.0,18552.0,0.4914
CatBoost,29,29672.0,22516.0,0.3974,24155.0,18185.0,0.5122
CatBoost,30,29628.0,22532.0,0.3994,24305.0,18290.0,0.5061
CatBoost,31,29695.0,22490.0,0.3966,24339.0,18311.0,0.5048
CatBoost,32,29474.0,22335.0,0.4055,24525.0,18152.0,0.4972
CatBoost,33,29537.0,22383.0,0.4027,24443.0,18338.0,0.5005
CatBoost,34,29354.0,22213.0,0.4102,24212.0,18484.0,0.5099
CatBoost,35,29271.0,22121.0,0.4134,24230.0,18173.0,0.5092
CatBoost,36,29217.0,22112.0,0.4158,24166.0,18151.0,0.5118
CatBoost,37,29249.0,22195.0,0.4145,24845.0,18794.0,0.484
CatBoost,38,29302.0,22215.0,0.4126,24403.0,18376.0,0.5021
CatBoost,39,29392.0,22235.0,0.4086,24763.0,18780.0,0.4874
CatBoost,40,29381.0,22254.0,0.4092,24476.0,18484.0,0.4992
CatBoost,41,29417.0,22245.0,0.4078,24242.0,18279.0,0.5087
CatBoost,42,29306.0,22309.0,0.4124,24326.0,18254.0,0.5053
CatBoost,43,29622.0,22406.0,0.3999,24303.0,18385.0,0.5062
CatBoost,44,29294.0,22226.0,0.4131,24390.0,18451.0,0.5027
CatBoost,45,29361.0,22305.0,0.4103,24128.0,18228.0,0.5133
CatBoost,46,29211.0,22164.0,0.4161,24353.0,18403.0,0.5042
CatBoost,47,29151.0,22130.0,0.4187,24316.0,18394.0,0.5057
CatBoost,48,29219.0,22174.0,0.4157,24184.0,18221.0,0.5111
CatBoost,49,29128.0,22162.0,0.4194,24404.0,18183.0,0.5021
CatBoost,50,29289.0,22220.0,0.4127,24188.0,18189.0,0.5109
CatBoost,51,29306.0,22131.0,0.4124,24376.0,18408.0,0.5033
CatBoost,52,29217.0,22079.0,0.416,24411.0,18433.0,0.5018
CatBoost,53,29201.0,22103.0,0.4165,24368.0,18481.0,0.5036
CatBoost,54,29208.0,22116.0,0.4161,24368.0,18327.0,0.5036
CatBoost,55,29235.0,22187.0,0.415,24405.0,18486.0,0.5021
CatBoost,56,29381.0,22247.0,0.4092,24382.0,18296.0,0.503
CatBoost,57,29186.0,22202.0,0.4167,24659.0,18573.0,0.4916
CatBoost,58,29140.0,21998.0,0.4189,24402.0,18356.0,0.5022
CatBoost,59,29191.0,22114.0,0.4169,24390.0,18507.0,0.5027
CatBoost,60,29099.0,22075.0,0.4207,24508.0,18552.0,0.4979
CatBoost,61,29145.0,22012.0,0.4188,24640.0,18611.0,0.4924
CatBoost,62,29161.0,22170.0,0.4183,24482.0,18636.0,0.4989
CatBoost,63,29011.0,22097.0,0.4241,24264.0,18306.0,0.5078
CatBoost,64,29108.0,22110.0,0.42,23940.0,18193.0,0.5209
CatBoost,65,29062.0,22111.0,0.4222,24418.0,18467.0,0.5015
CatBoost,66,29139.0,22129.0,0.419,24512.0,18503.0,0.4977
CatBoost,67,29069.0,22123.0,0.4215,24300.0,18369.0,0.5064
CatBoost,68,28885.0,22004.0,0.4292,24381.0,18308.0,0.5031
CatBoost,69,29041.0,22126.0,0.4228,24392.0,18330.0,0.5026
CatBoost,70,28974.0,22020.0,0.4256,24077.0,18302.0,0.5154
CatBoost,71,29078.0,22069.0,0.4217,24616.0,18687.0,0.4934
CatBoost,72,29005.0,22091.0,0.4243,24402.0,18343.0,0.5022
CatBoost,73,28956.0,21942.0,0.4264,24307.0,18262.0,0.5061
CatBoost,74,29050.0,22060.0,0.4225,24419.0,18481.0,0.5015
CatBoost,75,29178.0,22158.0,0.4174,24401.0,18491.0,0.5022
CatBoost,76,28976.0,21962.0,0.4253,24449.0,18458.0,0.5003
CatBoost,77,29117.0,22081.0,0.4197,24410.0,18356.0,0.5019
CatBoost,78,28938.0,22017.0,0.4269,24053.0,18107.0,0.5163
CatBoost,79,29065.0,22093.0,0.4216,24243.0,18286.0,0.5087
CatBoost,80,29016.0,22056.0,0.4238,24441.0,18678.0,0.5006
CatBoost,81,29089.0,22089.0,0.421,24360.0,18406.0,0.5039
CatBoost,82,28972.0,22022.0,0.4255,24402.0,18498.0,0.5022
CatBoost,83,29002.0,21992.0,0.4242,24489.0,18207.0,0.4987
CatBoost,84,28937.0,21964.0,0.4266,24718.0,18541.0,0.4892
CatBoost,85,28923.0,21980.0,0.4273,24172.0,18241.0,0.5115
CatBoost,86,29047.0,22038.0,0.4229,24637.0,18479.0,0.4926
CatBoost,87,29065.0,21987.0,0.4221,24216.0,18290.0,0.5098
CatBoost,88,28926.0,21897.0,0.4274,24287.0,18451.0,0.5069
CatBoost,89,28927.0,21945.0,0.4272,24090.0,18038.0,0.5148
CatBoost,90,28918.0,21848.0,0.4276,24074.0,17865.0,0.5155
CatBoost,91,28923.0,21948.0,0.4275,24224.0,18138.0,0.5094
CatBoost,92,29080.0,22085.0,0.4213,24176.0,18205.0,0.5114
CatBoost,93,28959.0,21964.0,0.4262,23974.0,18179.0,0.5195
CatBoost,94,29163.0,22122.0,0.418,24320.0,18260.0,0.5055
CatBoost,95,28950.0,21910.0,0.4266,24285.0,18328.0,0.507
CatBoost,96,29031.0,21979.0,0.4234,24207.0,18245.0,0.5101
CatBoost,97,29106.0,22045.0,0.4203,24109.0,18143.0,0.5141
CatBoost,98,28969.0,21923.0,0.4255,24328.0,18213.0,0.5052
CatBoost,99,28959.0,21954.0,0.4263,24278.0,18223.0,0.5072
CatBoost,100,28896.0,21914.0,0.4285,24164.0,18191.0,0.5118
CatBoost,101,29063.0,21888.0,0.422,24163.0,18198.0,0.5119
CatBoost,102,29051.0,21966.0,0.4227,24390.0,18366.0,0.5027
CatBoost,103,29144.0,22108.0,0.4189,24148.0,18218.0,0.5125
CatBoost,104,29031.0,22073.0,0.4231,24121.0,18066.0,0.5136
CatBoost,105,29145.0,22153.0,0.4186,24269.0,18273.0,0.5076
CatBoost,106,29080.0,22037.0,0.4212,24180.0,18389.0,0.5112
CatBoost,107,28914.0,21969.0,0.428,23947.0,18129.0,0.5206
CatBoost,108,29005.0,22072.0,0.4244,24177.0,18125.0,0.5113
CatBoost,109,29059.0,22052.0,0.422,24212.0,18105.0,0.5099
CatBoost,110,29107.0,22161.0,0.4197,24056.0,18023.0,0.5162
CatBoost,111,29092.0,22047.0,0.4208,24065.0,18108.0,0.5159
CatBoost,112,28946.0,21912.0,0.4264,23818.0,17848.0,0.5257
CatBoost,113,28883.0,21863.0,0.4293,24083.0,18115.0,0.5151
CatBoost,114,29040.0,22012.0,0.4229,23934.0,18042.0,0.5211
CatBoost,115,29100.0,22036.0,0.4207,24041.0,18101.0,0.5168
CatBoost,116,29157.0,22115.0,0.4181,24013.0,18128.0,0.5179
CatBoost,117,29021.0,22060.0,0.4234,23969.0,18013.0,0.5197
CatBoost,118,29045.0,22021.0,0.4229,23938.0,17937.0,0.521
CatBoost,119,29091.0,22000.0,0.4207,24033.0,18180.0,0.5171
CatBoost,120,29065.0,22051.0,0.4217,23886.0,18054.0,0.523
CatBoost,121,29033.0,21962.0,0.4231,23893.0,18085.0,0.5228
CatBoost,122,29251.0,22246.0,0.4143,23833.0,18077.0,0.5251
CatBoost,123,29126.0,22071.0,0.4193,23695.0,17961.0,0.5306
CatBoost,124,29181.0,22130.0,0.4173,23652.0,17940.0,0.5323
CatBoost,125,29231.0,22168.0,0.4152,23790.0,17927.0,0.5269
CatBoost,126,28933.0,21960.0,0.4269,24162.0,18134.0,0.5119
CatBoost,127,29115.0,21995.0,0.4194,24189.0,18271.0,0.5109
CatBoost,128,28976.0,21994.0,0.4253,24172.0,18132.0,0.5115
CatBoost,129,29023.0,22071.0,0.4236,24085.0,18119.0,0.515
CatBoost,130,28937.0,21951.0,0.4267,24138.0,18253.0,0.5129
CatBoost,131,29024.0,22033.0,0.4237,23817.0,17961.0,0.5258
CatBoost,132,29183.0,22145.0,0.4171,23939.0,18045.0,0.5209
CatBoost,133,29143.0,22074.0,0.4187,24047.0,18054.0,0.5166
CatBoost,134,29178.0,22133.0,0.4171,24144.0,18089.0,0.5126
CatBoost,135,29050.0,22014.0,0.4223,23997.0,18174.0,0.5186
CatBoost,136,29050.0,22086.0,0.4224,24151.0,18142.0,0.5124
CatBoost,137,29077.0,22086.0,0.4215,24154.0,18081.0,0.5123
CatBoost,138,28836.0,21862.0,0.4312,23963.0,18264.0,0.5199
CatBoost,139,28964.0,22028.0,0.426,24047.0,18194.0,0.5166
CatBoost,140,28940.0,21966.0,0.4271,23814.0,17961.0,0.5259
Huber,5,30931.0,23093.0,0.345,27467.0,20766.0,0.3693
Huber,6,30538.0,22615.0,0.3615,26491.0,19716.0,0.4133
Huber,7,30281.0,22552.0,0.3724,25679.0,19435.0,0.4487
Huber,8,30007.0,22396.0,0.3836,25622.0,19376.0,0.4512
Huber,9,30013.0,22401.0,0.3833,25634.0,19383.0,0.4507
Huber,10,29873.0,22337.0,0.3895,25206.0,19127.0,0.4689
Huber,11,29896.0,22355.0,0.3886,25206.0,19125.0,0.4688
Huber,12,30740.0,22762.0,0.354,25777.0,19454.0,0.4445
Huber,13,30753.0,22771.0,0.3535,25757.0,19438.0,0.4454
Huber,14,30728.0,22751.0,0.3544,25747.0,19413.0,0.4458
Huber,15,30747.0,22762.0,0.3536,25754.0,19412.0,0.4455
Huber,16,30819.0,22808.0,0.3503,25531.0,19220.0,0.4551
Huber,17,30881.0,22742.0,0.3475,25487.0,19199.0,0.4569
Huber,18,30874.0,22754.0,0.3478,25457.0,19163.0,0.4582
Huber,19,30749.0,22732.0,0.3531,25338.0,18985.0,0.4633
Huber,20,30743.0,22742.0,0.3532,25347.0,19014.0,0.4629
Huber,21,30727.0,22774.0,0.354,25252.0,18985.0,0.4669
Huber,22,30733.0,22791.0,0.3538,25313.0,19010.0,0.4643
Huber,23,30745.0,22794.0,0.3533,25283.0,19004.0,0.4656
Huber,24,30661.0,22740.0,0.3568,25144.0,18872.0,0.4715
Huber,25,30717.0,22781.0,0.3545,25131.0,18870.0,0.472
Huber,26,30628.0,22718.0,0.3583,24794.0,18494.0,0.4861
Huber,27,30556.0,22715.0,0.3614,24683.0,18400.0,0.4907
Huber,28,30516.0,22755.0,0.363,24700.0,18418.0,0.4899
Huber,29,30531.0,22779.0,0.3624,24695.0,18414.0,0.4902
Huber,30,30546.0,22791.0,0.3617,24651.0,18389.0,0.492
Huber,31,30550.0,22799.0,0.3616,24598.0,18396.0,0.4942
Huber,32,30564.0,22830.0,0.361,24585.0,18383.0,0.4947
Huber,33,30587.0,22862.0,0.36,24588.0,18381.0,0.4946
Huber,34,30592.0,22872.0,0.3597,24555.0,18387.0,0.4959
Huber,35,30598.0,22841.0,0.3595,24685.0,18484.0,0.4906
Huber,36,30609.0,22849.0,0.3591,24703.0,18506.0,0.4898
Huber,37,30644.0,22880.0,0.3577,24701.0,18506.0,0.4899
Huber,38,30699.0,22909.0,0.3554,24670.0,18497.0,0.4912
Huber,39,30741.0,22935.0,0.3537,24670.0,18497.0,0.4912
Huber,40,30759.0,22960.0,0.353,24656.0,18479.0,0.4918
Huber,41,30816.0,23033.0,0.3506,24674.0,18485.0,0.491
Huber,42,30830.0,23010.0,0.35,24658.0,18476.0,0.4917
Huber,43,30844.0,23027.0,0.3494,24647.0,18463.0,0.4922
Huber,44,30857.0,23026.0,0.3489,24676.0,18462.0,0.4909
Huber,45,30860.0,23020.0,0.3488,24642.0,18401.0,0.4923
Huber,46,30733.0,22971.0,0.3541,24652.0,18455.0,0.4919
Huber,47,30747.0,22978.0,0.3536,24692.0,18508.0,0.4903
Huber,48,30708.0,22951.0,0.3552,24747.0,18648.0,0.488
Huber,49,30643.0,22895.0,0.3575,24953.0,18770.0,0.4795
Huber,50,30649.0,22912.0,0.3574,24903.0,18742.0,0.4815
Huber,51,30656.0,22914.0,0.3571,24951.0,18767.0,0.4796
Huber,52,30663.0,22921.0,0.3568,24943.0,18750.0,0.4799
Huber,53,30634.0,22902.0,0.358,25043.0,18838.0,0.4757
Huber,54,30669.0,22953.0,0.3565,24993.0,18761.0,0.4778
Huber,55,30693.0,22983.0,0.3555,24979.0,18766.0,0.4784
Huber,56,30682.0,22937.0,0.3558,24976.0,18687.0,0.4785
Huber,57,30679.0,22942.0,0.356,24952.0,18681.0,0.4795
Huber,58,30700.0,22955.0,0.3551,24993.0,18708.0,0.4778
Huber,59,31789.0,23465.0,0.3056,25306.0,18856.0,0.4646
Huber,60,31782.0,23472.0,0.306,25308.0,18853.0,0.4645
Huber,61,31816.0,23483.0,0.3046,25286.0,18841.0,0.4655
Huber,62,31837.0,23522.0,0.3035,25211.0,18809.0,0.4686
Huber,63,31815.0,23490.0,0.3045,25205.0,18807.0,0.4689
Huber,64,31855.0,23526.0,0.3028,25197.0,18798.0,0.4692
Huber,65,31745.0,23465.0,0.3076,25193.0,18832.0,0.4694
Huber,66,31763.0,23486.0,0.3068,25204.0,18836.0,0.4689
Huber,67,31783.0,23508.0,0.306,25184.0,18835.0,0.4698
Huber,68,31800.0,23516.0,0.3053,25192.0,18850.0,0.4694
Huber,69,31806.0,23535.0,0.305,25185.0,18840.0,0.4697
Huber,70,31882.0,23552.0,0.3019,25228.0,18862.0,0.4679
Huber,71,31959.0,23634.0,0.2988,25297.0,18916.0,0.465
Huber,72,31965.0,23627.0,0.2984,25362.0,18967.0,0.4622
Huber,73,31995.0,23636.0,0.2973,25349.0,18982.0,0.4628
Huber,74,32012.0,23629.0,0.2965,25336.0,18974.0,0.4633
Huber,75,32039.0,23650.0,0.2953,25325.0,18964.0,0.4638
Huber,76,32038.0,23639.0,0.2953,25313.0,18915.0,0.4643
Huber,77,32030.0,23629.0,0.2957,25326.0,18912.0,0.4638
Huber,78,32063.0,23676.0,0.2941,25373.0,18950.0,0.4618
Huber,79,32057.0,23688.0,0.2944,25400.0,18973.0,0.4607
Huber,80,32013.0,23648.0,0.2965,25443.0,19014.0,0.4588
Huber,81,32031.0,23758.0,0.2949,25623.0,19051.0,0.4511
Huber,82,32054.0,23777.0,0.2939,25576.0,19034.0,0.4531
Huber,83,32002.0,23745.0,0.2962,25646.0,19093.0,0.4501
Huber,84,31973.0,23732.0,0.2975,25655.0,19146.0,0.4498
Huber,85,31988.0,23754.0,0.2969,25639.0,19138.0,0.4505
Huber,86,32002.0,23643.0,0.296,25513.0,19109.0,0.4558
Huber,87,32018.0,23657.0,0.2954,25544.0,19128.0,0.4545
Huber,88,32031.0,23610.0,0.2948,25745.0,19193.0,0.4459
Huber,89,32046.0,23612.0,0.2941,25722.0,19188.0,0.4469
Huber,90,32039.0,23614.0,0.2945,25728.0,19205.0,0.4466
Huber,91,32043.0,23620.0,0.2943,25724.0,19203.0,0.4468
Huber,92,32072.0,23615.0,0.293,25832.0,19254.0,0.4422
Huber,93,32068.0,23590.0,0.2932,25872.0,19264.0,0.4404
Huber,94,32222.0,23807.0,0.2856,28106.0,20185.0,0.3396
Huber,95,32736.0,24000.0,0.2587,27603.0,20348.0,0.363
Huber,96,32728.0,24000.0,0.2593,27592.0,20331.0,0.3635
Huber,97,32773.0,24035.0,0.257,27580.0,20319.0,0.3641
Huber,98,32793.0,24061.0,0.2559,27518.0,20278.0,0.367
Huber,99,32813.0,24046.0,0.2556,27442.0,20236.0,0.3705
Huber,100,32870.0,24088.0,0.2538,27142.0,20019.0,0.3841
Huber,101,32886.0,24080.0,0.2529,27153.0,20021.0,0.3836
Huber,102,32820.0,24053.0,0.2556,27118.0,20002.0,0.3852
Huber,103,32861.0,24096.0,0.254,26938.0,19917.0,0.3934
Huber,104,32888.0,24125.0,0.2531,26891.0,19879.0,0.3955
Huber,105,32909.0,24158.0,0.252,26922.0,19908.0,0.3941
Huber,106,32844.0,24095.0,0.2547,26936.0,19911.0,0.3934
Huber,107,32916.0,24156.0,0.2517,26970.0,19936.0,0.3919
Huber,108,33025.0,24232.0,0.2465,26982.0,19943.0,0.3914
Huber,109,32932.0,24156.0,0.2504,26978.0,19934.0,0.3915
Huber,110,33034.0,24244.0,0.2461,26929.0,19912.0,0.3938
Huber,111,33043.0,24247.0,0.2459,27049.0,20014.0,0.3884
Huber,112,33000.0,24214.0,0.2477,27053.0,20014.0,0.3882
Huber,113,33078.0,24266.0,0.2443,26985.0,20016.0,0.3912
Huber,114,33056.0,24253.0,0.2445,26999.0,20045.0,0.3906
Huber,115,33113.0,24301.0,0.2421,27023.0,20069.0,0.3895
Huber,116,33052.0,24254.0,0.2449,27080.0,20174.0,0.3869
Huber,117,33023.0,24254.0,0.2466,27026.0,20120.0,0.3894
Huber,118,33043.0,24299.0,0.2458,27028.0,20112.0,0.3893
Huber,119,33009.0,24236.0,0.2473,27010.0,20096.0,0.3901
Huber,120,33032.0,24294.0,0.246,27034.0,20119.0,0.389
Huber,121,33036.0,24304.0,0.2459,27039.0,20116.0,0.3888
Huber,122,33295.0,24481.0,0.2346,27042.0,20114.0,0.3887
Huber,123,33343.0,24513.0,0.2321,27061.0,20159.0,0.3878
Huber,124,33310.0,24497.0,0.2336,27062.0,20159.0,0.3877
Huber,125,33375.0,24531.0,0.2308,27059.0,20162.0,0.3879
Huber,126,33364.0,24525.0,0.2313,27062.0,20165.0,0.3878
Huber,127,33364.0,24557.0,0.2312,27067.0,20173.0,0.3875
Huber,128,33428.0,24613.0,0.2282,27074.0,20164.0,0.3872
Huber,129,33290.0,24467.0,0.2349,27068.0,20053.0,0.3875
Huber,130,33324.0,24499.0,0.2334,27149.0,20098.0,0.3838
Huber,131,33270.0,24451.0,0.2357,27216.0,20119.0,0.3808
Huber,132,33326.0,24519.0,0.2335,27217.0,20126.0,0.3807
Huber,133,33431.0,24566.0,0.2289,27349.0,20181.0,0.3747
Huber,134,33369.0,24481.0,0.2314,27356.0,20229.0,0.3744
Huber,135,33490.0,24584.0,0.2262,27354.0,20226.0,0.3745
Huber,136,33494.0,24577.0,0.226,27350.0,20225.0,0.3746
Huber,137,33550.0,24671.0,0.2236,27349.0,20224.0,0.3747
Huber,138,33543.0,24684.0,0.224,27328.0,20210.0,0.3757
Huber,139,33560.0,24674.0,0.2233,27540.0,20380.0,0.3659
Huber,140,33499.0,24617.0,0.226,27294.0,20201.0,0.3772
XGBoost,5,32459.0,24278.0,0.2781,29191.0,22031.0,0.2876
XGBoost,6,32277.0,24250.0,0.2872,28481.0,21764.0,0.3219
XGBoost,7,31904.0,24042.0,0.304,28130.0,21377.0,0.3385
XGBoost,8,32191.0,24131.0,0.2918,28120.0,21631.0,0.3389
XGBoost,9,32177.0,24220.0,0.2921,27564.0,21274.0,0.3648
XGBoost,10,32165.0,24172.0,0.2931,26681.0,20698.0,0.4049
XGBoost,11,32342.0,24285.0,0.2852,27187.0,21105.0,0.3821
XGBoost,12,32025.0,24235.0,0.2991,27061.0,20989.0,0.3878
XGBoost,13,32121.0,24245.0,0.2949,27087.0,21038.0,0.3866
XGBoost,14,31740.0,24015.0,0.3114,27371.0,21132.0,0.3737
XGBoost,15,31562.0,23857.0,0.319,27099.0,20930.0,0.3861
XGBoost,16,31244.0,23708.0,0.3324,26651.0,20532.0,0.4062
XGBoost,17,31631.0,23944.0,0.3153,27117.0,20919.0,0.3853
XGBoost,18,31682.0,24011.0,0.3128,27068.0,20876.0,0.3875
XGBoost,19,31537.0,23894.0,0.3193,26458.0,20350.0,0.4148
XGBoost,20,31510.0,23867.0,0.3208,26496.0,20191.0,0.4131
XGBoost,21,31272.0,23720.0,0.3311,26757.0,20687.0,0.4015
XGBoost,22,31426.0,23740.0,0.3243,26691.0,20460.0,0.4044
XGBoost,23,31359.0,23657.0,0.3275,26863.0,20524.0,0.3967
XGBoost,24,31370.0,23660.0,0.3271,27213.0,20626.0,0.3809
XGBoost,25,31324.0,23688.0,0.3289,26645.0,20221.0,0.4065
XGBoost,26,30775.0,23469.0,0.3516,25988.0,19744.0,0.4354
XGBoost,27,30566.0,23206.0,0.3604,25897.0,19438.0,0.4394
XGBoost,28,30506.0,23194.0,0.3625,26368.0,19457.0,0.4187
XGBoost,29,30606.0,23334.0,0.3588,26131.0,19388.0,0.4292
XGBoost,30,30711.0,23441.0,0.3548,25939.0,19216.0,0.4375
XGBoost,31,30453.0,23152.0,0.3651,25985.0,19316.0,0.4355
XGBoost,32,30332.0,22996.0,0.3705,25666.0,19289.0,0.4493
XGBoost,33,30199.0,22961.0,0.3755,25487.0,19163.0,0.4569
XGBoost,34,30076.0,22879.0,0.3808,25423.0,19284.0,0.4597
XGBoost,35,30094.0,22826.0,0.3799,25434.0,19243.0,0.4592
XGBoost,36,29976.0,22708.0,0.3852,25763.0,19306.0,0.4451
XGBoost,37,29818.0,22744.0,0.3915,25789.0,19251.0,0.444
XGBoost,38,29964.0,22803.0,0.385,26024.0,19500.0,0.4338
XGBoost,39,29912.0,22767.0,0.3879,25772.0,19414.0,0.4447
XGBoost,40,30058.0,22822.0,0.3813,25826.0,19319.0,0.4424
XGBoost,41,29982.0,22815.0,0.3843,25979.0,19390.0,0.4358
XGBoost,42,30007.0,23027.0,0.3838,25490.0,19245.0,0.4568
XGBoost,43,29820.0,22729.0,0.3915,25740.0,19278.0,0.4461
XGBoost,44,29934.0,22748.0,0.3867,25555.0,19250.0,0.454
XGBoost,45,29893.0,22792.0,0.3885,25751.0,19320.0,0.4456
XGBoost,46,29770.0,22689.0,0.3933,25746.0,19283.0,0.4459
XGBoost,47,29769.0,22760.0,0.3936,25901.0,19186.0,0.4392
XGBoost,48,29737.0,22741.0,0.3949,25522.0,19248.0,0.4555
XGBoost,49,29644.0,22579.0,0.3987,25627.0,19112.0,0.451
XGBoost,50,29730.0,22589.0,0.3949,25967.0,19359.0,0.4363
XGBoost,51,29789.0,22756.0,0.3928,25696.0,19181.0,0.448
XGBoost,52,29639.0,22501.0,0.3991,25510.0,19144.0,0.4559
XGBoost,53,29871.0,22659.0,0.3894,25478.0,19177.0,0.4573
XGBoost,54,29772.0,22611.0,0.3935,25470.0,19108.0,0.4577
XGBoost,55,29751.0,22550.0,0.3938,25748.0,19257.0,0.4458
XGBoost,56,30044.0,22738.0,0.3816,25873.0,19322.0,0.4404
XGBoost,57,29949.0,22855.0,0.3859,25229.0,18990.0,0.4679
XGBoost,58,29890.0,22627.0,0.3886,25840.0,19249.0,0.4418
XGBoost,59,29837.0,22653.0,0.3906,25921.0,19276.0,0.4383
XGBoost,60,29879.0,22650.0,0.3889,25806.0,19384.0,0.4433
